customerID,Churn_Percentage,Churn,Possible Reason,Suggestion
6797-UCJHZ,22.38%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
2469-DTSGX,13.63%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4554-YGZIH,21.15%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
5099-BAILX,12.74%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
9931-KGHOA,35.61%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
1775-KWJKQ,7.4%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
7665-VIGUD,56.8%,Yes,High risk of disengagement. Possible negative experiences or lack of perceived value.,"Launch a win-back campaign with time-limited offers
Reach out with personalized content or a support check-in
Emphasize benefits they haven’t used yet or customer success stories
"
9411-TPQQV,3.44%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
7207-RMRDB,2.55%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
7954-MLBUN,12.67%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
2077-DDHJK,39.19%,No,Noticeable decline in usage. Possibly distracted or exploring competitors lightly.,"Prompt a short survey to understand what’s missing.
Consider sending a targeted discount or reminder of unused features.
Send personalized recommendations based on past usage
Offer a time-sensitive incentive to return"
4913-EHYUI,4.28%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
0195-IESCP,8.8%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
9574-BOSMD,17.38%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
4580-TMHJU,3.37%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
0970-ETWGE,7.03%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
4908-XAXAY,3.2%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
8404-VLQFB,9.76%,No,"High engagement with long-time contract registration, consistent usage behavior. No major signs of dissatisfaction or complaints.","Offer a feedback form to detect early signs of dissatisfaction.
Maintain current experience; keep things smooth and reliable
Send a thank-you message or small loyalty bonus to reinforce retention"
1626-ERCMM,15.24%,No,Minor drop in activity detected. Early signs of dissatisfaction or boredom with current experience.,"Offer a quick feedback form to uncover issues early.
Send a thank-you message or small loyalty bonus to reinforce retention
Trigger a light re-engagement campaign (email push, app notification)
Recommend new features or content they haven’t tried"
